Application ID,No Changes?,Dec Direct (AF),Dec Storage (AF),Comments
A014444,TRUE,0,0,
A014445A,TRUE,0,0,
A014544,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A014546,FALSE,0,0,
A014588,TRUE,0,0,
A014662,TRUE,0,0,
A014665,TRUE,0,0,
A014743,FALSE,0,3000,Depending on hydrologic conditions and curtailment status water may be diverted to storage in Pit 6 Reservoir for hydroelectric power generation at the Pit 6 Powerhouse under appropriative water right A014743.
A014785,TRUE,0,0,
A014803,FALSE,0,0,Water season over
A014804,TRUE,0,0,
A014858A,TRUE,0,0,
A014858B,TRUE,0,0,
A014859,TRUE,0,0,
A014867,TRUE,0,0,
A014907,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A014928,TRUE,0,0,
A014963,TRUE,0,0,
A015179,TRUE,0,0,
A015201,FALSE,0,0,Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A4228.
A015204,TRUE,0,0,
A015250,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A015407,FALSE,0,0,Depending on hydrologic conditions and curtailment status water may be diverted to storage in Pit 7 Reservoir for hydroelectric power generation at the Pit 7 Powerhouse under appropriative water right A015407.
A015424,TRUE,0,0,
A015525,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A015563,FALSE,0,0,
A015574,FALSE,0,3198,
A015587,TRUE,0,0,
A015606,TRUE,0,0,
A015628,FALSE,0,0,Contract water is used at this location (substitute water). No water will be diverted at this location this month under this water right.
A015698,TRUE,14,0,
A015710,FALSE,0,0,
A015717,TRUE,0,0,
A015719,TRUE,0,0,
A015764,TRUE,0,0,
A016060,TRUE,202,0,
A016102,TRUE,0,0,
A016186,FALSE,0,222,
A016187,FALSE,0,0,This water right is for direct diversion for non-consumptive purposes only.
A016212,TRUE,36,0,
A016361B,TRUE,0,0,
A016401,FALSE,0,0,
A016604,TRUE,0,0,
A016688,TRUE,0,0,
A016950,TRUE,0,0,
A016951,TRUE,0,0,
A016952,TRUE,0,157,
A017066,TRUE,0,0,
A017375,TRUE,0,0,
A017376,FALSE,0,14000,Storage estimate is between average and maximum reported.  
A017512,TRUE,0,0,
A017514A,TRUE,2424,0,
A017605,TRUE,0,0,
A018084,TRUE,0,0,
A018085,TRUE,0,0,
A018086,TRUE,0,0,
A018087,TRUE,0,0,
A018115,TRUE,0,1305,
A018714,FALSE,0,1163,Storage estimate is between average and maximum reported.
A018727,TRUE,0,3,
A018733,FALSE,0,1579.7,Storage estimate is between average and maximum reported.
A018774,TRUE,0,0,
A018812,TRUE,0,0,
A018844,TRUE,0,0,
A019145,TRUE,0,872,
A019148,TRUE,0,0,
A019149,TRUE,0,0,
A019303,TRUE,0,0,
A019304,TRUE,0,0,
A019934,FALSE,0,24,"Direct diversion should be zero because this permit is storage only.
Storage number is from 2018.  "
A020017,FALSE,3400,1500,"The demand numbers more accurately reflect average demands based on 2018, 2019, and 2020 reporting.

The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A020072,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A020117,TRUE,0,0,
A020245,FALSE,0,0,"12298 AF represents maximum diversion to storage under Permit 20749 in December, based on the 200 cfs maximum rate of diversion for 31 days. The ability to divert is also limited by conditions in the Delta."
A020522,TRUE,0,0,
A020698,TRUE,0,0,
A021009,FALSE,0,0,Storage estimate is between average and maximum reported.
A021151,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A021152,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A021443,TRUE,0,0,
A021542,TRUE,0,0,
A021945,TRUE,81.6,0,
A022061,TRUE,0,0,
A022110,TRUE,0,0,
A022316,TRUE,0,0,
A022503,FALSE,0,0,
A023201,FALSE,82,0,"The projected demands reported herein are based on estimated diversions assuming water is available and the water right is not curtailed. Actual diversions under this right may differ for the projected time period and the submittal of this report does not obligate or limit the water right holder to a specified amount. The projected demands are preliminary and subject to change and may or may not be consistent with future curtailment reports for this same year, or annual water right reports submitted for WY 2023. "
A023757,TRUE,0,0,
A024701,TRUE,0,0,
A024983,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A025056,FALSE,0,0,Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A13156.
A025176,TRUE,0,0,"Under this water right, water is released for hydropower production.  Under a separate water right, held by another agency, this water is reported for usage."
A025309,FALSE,0,0,Water diverted under this permit is for nonconsumptive uses and is to be released to the Sacramento River. Reported diverted water under A027840
A025512,TRUE,0,0,
A025516A,FALSE,0,0,"Kellogg Creek provides a small amount of inflow to storage in Los Vaqueros Reservoir only in times of high precipitation. Releases are also required to downstream uses, which decreases net storage. Estimate of net storage demand of 110 AF is based on the highest example of historical natural flows stored in December over 24 years of record (1998-2022) net of historical downstream releases."
A025751,TRUE,606,0,
A025901,TRUE,0,0,
A025967,TRUE,0,0,
A026162,TRUE,0,0,
A026378,TRUE,0,0,
A026379,TRUE,0,0,
A026517,TRUE,0,0,
A026534,TRUE,0,0,
A026535,TRUE,0,0,
A026542,TRUE,0,0,
A026543,TRUE,0,0,
A026544,TRUE,0,0,
A026545,TRUE,0,0,
A026546,TRUE,0,0,
A026547,TRUE,0,0,
A026619,FALSE,0,0,
A026637,TRUE,0,0,
A026651,FALSE,0,500,Depending on hydrologic conditions and curtailment status water may be diverted to storage in Mountain Meadows Reservoir from the Hamilton Branch of the North Fork Feather River under appropriative water right A026651 for hydroelectric power generation at Hamilton Branch Powerhouse and consumptive use by the Western Canal Water District.
A026661,FALSE,0,0,"This diversion is for a hydroelectric plant, there are no diversions upstream of this POD. All water is returned to the creek at the tail race, not a drop is used. This report is useless for prognosticating water demand and is a waste of my time."
A026695,TRUE,0,0,
A026736,FALSE,0,0,"Depending on hydrologic conditions and curtailment status water may be directly diverted for hydroelectric power generation at the Salt Springs 2, Tiger Creek, West Point, and Electra Powerhouses under appropriative water right A026736 from the Bear River (POD 776) and Cole Creek (POD 15530)."
A026739,TRUE,0,0,
A026768,TRUE,0,0,
A026780,TRUE,0,0,
A026781,TRUE,0,0,
A026791,TRUE,0,0,
A026866,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A026908,FALSE,0,0,"Hydro-electric usage for December.  Will be dependent on rain fall.  If there is no rain then no usage, if more rain then usage will increase.  All diversion is within the boundaries of our property and all water is returned to the stream."
A027117,FALSE,0,0,"Hydro-electric usage for December.  Will be dependent on rain fall.  If there is no rain then no usage, if more rain then usage will increase.  All diversion is within the boundaries of our property and all water is returned to the stream."
A027132,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A027178,TRUE,0,0,
A027222,TRUE,0,0,
A027302,TRUE,0,0,
A027319,TRUE,0,0,
A027390,TRUE,0,0,Direct diversion only. Water is diverted for hydropower generation and water is returned to Old Cow Creek via tailrace. There is no storage available at this run-of river project. This is the reason zero usage is shown. 
A027456,TRUE,0,0,
A027540,TRUE,0,0,Direct diversion only. Water is diverted for hydropower generation and water is returned to Old Cow Creek via tailrace. There is no storage available at this run-of-river project. This is the reason zero usage is shown. 
A027546,TRUE,0,0,
A027559,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A027570,TRUE,0,0,
A027750,TRUE,0,0,
A027815,FALSE,0,0,We cannot operate the plant until CAISO provides approval of the installed metering which may not come until January 2023. 
A027840,FALSE,0,0,Water diverted under this permit is for nonconsumptive uses and is to be released to the Sacramento River. 
A028104,TRUE,0,0,
A028453,TRUE,0,0,
A028465,FALSE,0,0,This water right is for direct diversion for non-consumptive purposes only.
A029300,FALSE,0,2182,
A029721,TRUE,0,0,
A029797,TRUE,0,0,
A029837,FALSE,0,0,This hydropower project is shut down for maintenance and repair
A030257,TRUE,0,0,
A030258,TRUE,0,0,
A030358,FALSE,880,320,Water right 30358 is subject to Term 91 curtailments. The above estimates assume Term 91 curtailments will not be in effect in December. The estimates are prorated from December 2021 when no Term 91 curtailments were in effect. 
A030410,FALSE,205.5,0,
A030415,TRUE,0,0,
A030445,TRUE,2343,0,
A030593,TRUE,0,0,"Overlapping rights at the point of diversion(s) include Friant Power Authority's non-consumptive use rights under A025882, A030593, and A031186 along with the US Bureau of Reclamation's consumptive use rights under A000023, A000234, A001465, and A005638 along with certain pre-1914 rights.

Friant Power Authority non-consumptive use of previously stored or directly diverted water to the Friant-Kern Canal, Madera Canal, and/or the San Joaquin River below Friant Dam is done at the direction of the US Bureau of Reclamation.  As directed, natural flows that are non-consumptively used are bypassed to the San Joaquin River at the direction of the US Bureau of Reclamation.  Some of the water non-consumptively used is for the US Bureau of Reclamation’s consumptive use in the implementation of the San Joaquin River Restoration Program.

Details related to use of previously stored or directly diverted water should be referenced in reporting of consumptively used water by the US Bureau of Reclamation's rights under A000023, A000234, A001465, and A005638.
"
A030813,FALSE,0,0,
A031405,TRUE,0,0,
A031413,FALSE,0,0,Insufficient water and lack of CAISO approval of metering allowing us to operate. Expected January 2023. 
A031436,TRUE,2706,0,
A031499,TRUE,0,0,
A031502,TRUE,0,0,
A031518,TRUE,0,0,
A031595,FALSE,0,10,Projected demand based on December 2021.
A031596,FALSE,0,1676,Projected demand based on December 2021.
A031615,TRUE,0,0,
A031770,TRUE,0,0,
A031919,TRUE,0,0,
A032232,TRUE,0,0,
S000404,TRUE,300.5,0,All estimated diversions at all diversion points for S000404
S000477,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The November 14, 2022, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for December 2022. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ December 2022 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
S000480,FALSE,40000,0,"The water right that is the subject of this Delta Watershed Enhanced Reporting of Actual Diversions and Projected Demand is subject to an “Agreement on Diversion of Water From the Feather River” dated May 27, 1969 by and between the State of California acting through its Department of Water Resources and Richvale Irrigation District, Biggs-West Gridley Water District, Butte Water District and Sutter Extension Water District (collectively known as the “Joint Water Districts”).  The Diversion Agreement sets forth the terms under which water is available to the Joint Water Districts.  If water is unavailable under the Joint Water Districts’ water right, diversions continue pursuant to the terms of the Diversion Agreement, including diversions of previously stored water from the State Water Project or other sources.  

The Diversion Agreement divides the calendar year into the allotted “irrigation season” April 1 through October 31 and the non-allotted season of November 1 through March 31.  In 2022, In 2022 the Joint Water Districts’ irrigation season supply will be reduced by 50% pursuant to the Diversion Agreement.  The non-allotted water season beginning November 1 is not limited by volume, but rather by reasonable and beneficial use.  The Joint Water Districts have utilized a projected demand of 40,000 acre feet for the month of December instead of the projected 55,409 acre feet the State Water Board has projected. 
"
S000495,FALSE,0,0,"Based on history we are projecting a normal rainfall for November and December hence irrigation should not be required in December, subject to change if very dry conditions prevail.  "
S000656,FALSE,0,0,We receive our water right water from Folsom Lake via deliveries of previously stored water by the United States Bureau of Reclamation pursuant to a 1954 Settlement Agreement.
S000888,TRUE,0,0,
S000892,TRUE,498,0,
S000922,FALSE,0,0,"Depending on hydrologic conditions and curtailment status water may be diverted to storage in Lake Almanor from the North Fork Feather River under pre-1914 water claim S000992 for hydroelectric power generation at the Butt Valley, Caribou, Oak Flat, Belden, Rock Creek, Cresta, and Poe Powerhouses and consumptive uses by the Western Canal Water District."
S000923,TRUE,0,0,
S000925,FALSE,12000,0,
S000944,TRUE,0,0,
S000948,TRUE,0,0,
S000949,TRUE,0,38.2,
S000951,TRUE,0,17.5,
S000952,FALSE,0,3.7,Depending on hydrologic conditions and curtailment status water may be diverted to storage in Lake Valley Reservoir from Lake Valley Creek under pre-1914 water claim S000952 for consumptive uses by Nevada Irrigation District and Placer County Water Agency as well as hydroelectric power generation at various NID and PG&E powerhouses.
S000954,TRUE,1956,0,
S000957,TRUE,0,0,
S000959,TRUE,607,0,
S000968,TRUE,36,0,
S000969,TRUE,35.5,0,
S000974,TRUE,0,0,
S000977,TRUE,0,97,
S000978,TRUE,0,0,
S000980,TRUE,0,59.2,
S000981,TRUE,0,650,
S000982,TRUE,176,0,
S000984,FALSE,0,0,Depending on hydrologic conditions and curtailment status water may be directly diverted from the North Fork Mokelumne River under pre-1914 water claim S000984 for hydroelectric power generation at the West Point and Electra Powerhouses and for consumptive uses by Amador Water Agency.  Quantities reported do not include diversions reported by PG&E in other reports.
S000992,TRUE,0,0,
S000993,TRUE,0,0,
S000995,TRUE,245,0,
S000998,TRUE,317,0,
S001014,TRUE,0,0,
S001050,TRUE,1030.9,0,
S001073,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The November 14, 2022, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for December 2022. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ December 2022 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
S001074,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The November 14, 2022, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for December 2022. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ December 2022 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
S001098,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The November 14, 2022, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for December 2022. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ December 2022 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
S002635A,FALSE,0,0,
S002635B,FALSE,0,0,
S002636A,FALSE,0,0,
S002636B,FALSE,0,0,
S002636C,FALSE,0,0,
S002637A,FALSE,0,0,
S002637B,FALSE,0,0,
S002638A,FALSE,0,0,
S002638B,FALSE,0,0,
S002908,TRUE,0,0,
S002909,TRUE,187.52,0,
S002910,TRUE,0,0,
S004518,FALSE,0,302,Storage estimate is between average and maximum reported.
S004683A,TRUE,0,0,
S004683B,TRUE,0,0,
S004683C,TRUE,0,0,
S004683D,TRUE,0,0,
S004683E,TRUE,0,0,
S004707,FALSE,0,1,
S004708,TRUE,0,0,
S004716,TRUE,0,130,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S004717,TRUE,0,150,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S004718,FALSE,1676,0,
S005005,TRUE,0,0,
S006353,TRUE,0,0,
S006354,TRUE,0,780,
S009033,TRUE,0,0,
S009034,FALSE,113,0,2018 eWRIMS reported use in December was 113 AF; direct diversions in December 2022 for consumptive and hydropower uses are forecasted to be approximately 2000 AF (1600 AF hydropower and 400 AF consumptive).
S009320,TRUE,1308,200,"If November and December are hydrologically normal, PID may not divert or store any water."
S009352,TRUE,0,0,
S009897,FALSE,2200,0,Quantities included for the water right identified in this report are based on estimated diversions that would occur absent a curtailment order. The data included with this report are provisional and are based on the best information available at the time of submittal. These values may be updated/revised in future reports based upon further review of the data/analysis.
S009978,TRUE,573,0,
S009979,TRUE,64.8,0,
S009980,TRUE,2.5,0,
S009981,TRUE,251,0,
S009982,TRUE,23.4,0,
S010405,TRUE,0,0,
S010794,TRUE,88,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S012950,TRUE,291,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S012951,TRUE,151,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S012952,TRUE,63,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013330,TRUE,43,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013501,TRUE,0,0,
S013791,TRUE,237,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013800,TRUE,752,88,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013801,TRUE,0,500,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013809,TRUE,13,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013848,FALSE,2500,30000,
S013927,TRUE,533,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013928,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S014122,TRUE,30,0,
S014323,TRUE,180,0,
S014355,TRUE,75,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S014379A,FALSE,0,0,
S014379B,FALSE,0,0,
S014379C,FALSE,0,0,
S014968,TRUE,0,0,
S015476,TRUE,0,0,This water right is for direct diversion for non-consumptive purposes only.
S016432,FALSE,0,0,"The projected amounts directly diverted for consumptive use in this report are best estimates based on crop evapotranspiration estimates (plus a factor to account for field flooding, if any) derived from the ITRC REPORT 03-001 ETc Table for Irrigation Scheduling and Design, Zone 12 for Surface Irrigation, Typical year adjusted for the reporting year using year 2020 CIMIS monthly ETo for Holt.  For crops not covered by the ITRC report, ETc was determined using ratios to alfalfa from Table A-5, DWR Bulletin 168, October 1978.  The multiple is to account for additional water that is diverted but not consumed or evaporated. "
S016689,TRUE,1197.1,0,
S016987,TRUE,0,0,
S017286,TRUE,2858,0,
S017295,TRUE,627.9,0,
S018779,FALSE,0,0,
S019929,FALSE,2100,0,"Demand based upon historical monthly average uses during former dry, drought years "
S020054,FALSE,610,0,Demand is expected to be greater than zero.  Amount projected herein is approximate value reported for December 2020.
S020055,TRUE,1129.4,0,
S020165,TRUE,0,0,"The projected demands reported herein are based on estimated diversions assuming water is available and the water right is not curtailed. Actual diversions under this right may differ for the projected time period and the submittal of this report does not obligate or limit the water right holder to a specified amount. The projected demands are preliminary and subject to change and may or may not be consistent with future curtailment reports for this same year, or annual water right reports submitted for WY 2023. "
S020167,FALSE,7700,0,"The projected demands reported herein are based on estimated diversions assuming water is available and the water right is not curtailed. Actual diversions under this right may differ for the projected time period and the submittal of this report does not obligate or limit the water right holder to a specified amount. The projected demands are preliminary and subject to change and may or may not be consistent with future curtailment reports for this same year, or annual water right reports submitted for WY 2023. "
S020172,TRUE,0,0,"The projected demands reported herein are based on estimated diversions assuming water is available and the water right is not curtailed. Actual diversions under this right may differ for the projected time period and the submittal of this report does not obligate or limit the water right holder to a specified amount. The projected demands are preliminary and subject to change and may or may not be consistent with future curtailment reports for this same year, or annual water right reports submitted for WY 2023. "
S020579,FALSE,0,0,
S020580,FALSE,1227,0,
S020657,TRUE,0,0,
S020716,TRUE,0,0,
S020721,FALSE,0,0,
S020799,TRUE,0,0,We will continue to conserve and will not be diverting water until March or April of  2023
S020960,TRUE,0,0,
S020961,TRUE,0,0,
S022067,TRUE,151,0,
S022068,TRUE,151,0,
S022153,TRUE,0,0,
S022154,TRUE,0,0,
S022169,TRUE,0,0,
S022585,TRUE,0,0,Lic#S022585 ends at the end of September.  No water is delivered in December.
S022682,TRUE,0,0,
S023338,TRUE,0,0,
