Application ID,No Changes?,Feb Direct (AF),Feb Storage (AF),Comments
A015525,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A015563,TRUE,0,0,
A015572,TRUE,0,0,
A015574,FALSE,0,11699,
A015587,TRUE,0,0,
A015606,TRUE,0,0,
A015698,TRUE,0,0,
A015710,FALSE,0,0,
A015717,TRUE,0,529,
A015719,TRUE,0,0,
A015764,FALSE,0,100000,Permit is storage only.  Storage projection is between historical reported average and maximum for February.
A016060,TRUE,454,0,
A016102,TRUE,0,0,
A016186,FALSE,0,617,
A016187,FALSE,0,0,This water right is for direct diversion for non-consumptive purposes only.
A016212,FALSE,46.4,0,
A016329,TRUE,0,0,
A016361B,TRUE,0,0,
A016399,TRUE,0,0,
A016401,FALSE,0,0,
A016688,TRUE,0,0,
A016950,TRUE,0,182,
A016951,TRUE,0,169,
A016952,FALSE,0,509,
A017066,TRUE,0,0,
A017311,TRUE,0,0,
A017375,TRUE,0,0,
A017376,FALSE,15000,20000,Projections are between historical reported averages and maximums for February.  
A017512,TRUE,0,0,
A017514A,TRUE,2144,0,
A017605,FALSE,0,0,Lake Amador Reservoir filled to capacity on 12/31/22.  The powerhouse is now discharging approximately 40 cfs and that is expected to continue for the month of February.  The fish farms will also be using about 300 acre feet in the month of February that would be directly diverted.  This water being diverted will be from water right A012342A 60cfs max diversion rate. 
A017862,TRUE,0,0,
A018005,TRUE,277,0,
A018025,TRUE,0,0,
A018084,TRUE,0,2191,
A018085,TRUE,0,0,
A018086,TRUE,0,0,
A018087,TRUE,0,0,
A018115,FALSE,0,15000,Permit is storage only.  Storage projection is between historical reported average and maximum for February.  
A018714,FALSE,0,9000,Permit is storage only.  Storage projection is between historical reported average and maximum for February.  
A018727,TRUE,0,0,
A018733,FALSE,0,5000,Permit is storage only.  Storage projection is between historical reported average and maximum for February.  
A018774,TRUE,0,0,
A018812,TRUE,95,576,
A018844,TRUE,0,0,
A019145,TRUE,0,1500,"No Demand for February 
Will need to try to fill Reservoir this year "
A019148,TRUE,0,0,
A019149,TRUE,0,0,
A019303,TRUE,0,0,
A019304,TRUE,0,0,
A019934,FALSE,0,24,No DD; storage only.  2018 amount for storage projection is fine.  
A020017,TRUE,8030,939,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A020072,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A020117,TRUE,0,0,
A020245,FALSE,0,0,"11107 AF represents maximum diversion to storage under Permit 20749 in February, based on the 200 cfs maximum rate of diversion for 28 days. The ability to divert is also limited by conditions in the Delta."
A020288,TRUE,0,0,
A020522,TRUE,0,0,
A020698,TRUE,0,0,
A021009,FALSE,0,500,Permit is storage only.  Storage projection is between historical reported average and maximum for February.  
A021151,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A021152,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A021443,TRUE,0,0,
A021542,TRUE,0,0,
A021945,TRUE,52.6,0,
A022039,TRUE,0,0,
A022061,TRUE,0,0,
A022110,TRUE,0,0,
A022227,TRUE,0,0,
A022309,TRUE,0,0,
A022316,TRUE,0,0,
A023201,TRUE,0,0,Water Right subject to Term 91 curtalments
A023416,FALSE,0,551.86,"I do not know where to find the water right demand information that is assumed.  So, I put what my assumption is."
A023757,TRUE,0,0,
A024590,TRUE,0,0,
A024701,TRUE,0,0,
A024983,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A025056,FALSE,0,0,"Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A13156.
"
A025176,TRUE,0,0,"Under this water right water is released for hydropower production. Under a separate water right, held by another agency, this water is reported for usage."
A025512,TRUE,0,0,
A025516A,FALSE,0,1,"Ephemeral Kellogg Creek provides inflow to storage in Los Vaqueros Reservoir only in times of high precipitation. Releases are also required to downstream uses, which decreases net storage. Estimate of net storage demand of 204 AF is based on the highest example of historical natural flows stored in February over 24 years of record (1998-2022) net of historical downstream releases."
A025727,TRUE,0,0,
A025751,TRUE,880,0,
A025882,FALSE,0,0,"Overlapping rights at the point of diversion(s) include Friant Power Authority's non-consumptive use rights under A025882, A030593, and A031186 along with the US Bureau of Reclamation's consumptive use rights under A000023, A000234, A001465, and A005638 along with certain pre-1914 rights. Friant Power Authority non-consumptive use of previously stored or directly diverted water to the Friant-Kern Canal, Madera Canal, and/or the San Joaquin River below Friant Dam is done at the direction of the US Bureau of Reclamation. As directed, natural flows that are nonconsumptively used are bypassed to the San Joaquin River at the direction of the US Bureau of Reclamation. Some of the water non-consumptively used is for the US Bureau of Reclamation’s consumptive use in the implementation of the San Joaquin River Restoration Program. Details related to use of previously stored or directly diverted water should be referenced in reporting of consumptively used water by the US Bureau of Reclamation's rights under A000023, A000234, A001465, and A005638."
A025901,TRUE,0,0,
A025967,TRUE,0,0,
A026162,TRUE,0,0,
A026378,TRUE,0,0,
A026379,TRUE,0,0,
A026469,TRUE,0,0,IVR Hydropower facility has been offline since 2020.
A026517,TRUE,0,0,
A026534,TRUE,0,0,
A026535,TRUE,0,0,
A026542,TRUE,0,0,
A026543,TRUE,0,0,
A026544,TRUE,0,0,
A026545,TRUE,0,0,
A026546,TRUE,0,0,
A026547,TRUE,0,0,
A026559,FALSE,0,0,Hydroelectric generation
A026619,FALSE,0,0,
A026637,TRUE,0,0,
A026651,TRUE,0,123,
A026695,TRUE,0,0,
A026736,TRUE,0,0,
A026739,TRUE,0,0,
A026768,TRUE,0,0,
A026780,TRUE,0,0,
A026781,TRUE,0,0,
A026791,TRUE,0,0,
A026866,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A026876,TRUE,0,0,div season apr - oct
A026908,FALSE,0,0,Operating Hydro Plant on Winter Months when there is sufficient rain
A026942,TRUE,0,0,
A027117,FALSE,0,0,"Actual diversion will depend on rainfall.  If there is more rain than last year, then this number will be higher.  But this is water diversion back into the creek and will not affect water availability downstream."
A027132,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A027174,TRUE,0,0,
A027222,TRUE,0,0,
A027302,TRUE,0,0,
A027319,TRUE,0,0,
A027349,TRUE,0,0,
A027390,TRUE,0,0,
A027540,TRUE,0,0,
A027559,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A027570,TRUE,0,0,
A027750,TRUE,0,0,
A027815,FALSE,0,0,Expect to resume operations after 10 month delay by CAISO metering department. High water year expected. 
A028238,FALSE,0,0,"Willow Creek Mutual Water Company does not divert water.  We purchase water (when not in Term 91) through Provident Irrigation District (Willows, CA)."
A028453,TRUE,0,0,
A028465,FALSE,0,0,
A029300,FALSE,0,1477,
A029721,TRUE,0,0,
A029797,TRUE,0,0,
A030257,TRUE,0,0,
A030258,TRUE,0,0,
A030410,TRUE,0,0,
A030415,TRUE,0,0,
A030445,TRUE,1389,0,
A030445,TRUE,1389,0,
A030593,TRUE,0,0,"Overlapping rights at the point of diversion(s) include Friant Power Authority's non-consumptive use rights under A025882, A030593, and A031186 along with the US Bureau of Reclamation's consumptive use rights under A000023, A000234, A001465, and A005638 along with certain pre-1914 rights. Friant Power Authority non-consumptive use of previously stored or directly diverted water to the Friant-Kern Canal, Madera Canal, and/or the San Joaquin River below Friant Dam is done at the direction of the US Bureau of Reclamation. As directed, natural flows that are nonconsumptively used are bypassed to the San Joaquin River at the direction of the US Bureau of Reclamation. Some of the water non-consumptively used is for the US Bureau of Reclamation’s consumptive use in the implementation of the San Joaquin River Restoration Program. Details related to use of previously stored or directly diverted water should be referenced in reporting of consumptively used water by the US Bureau of Reclamation's rights under A000023, A000234, A001465, and A005638."
A030812,TRUE,0,0,
A030813,TRUE,0,0,
A030838,FALSE,5500,0,"All water rights under enhanced reporting - A000018 (28034,28035,28036), A001554(23312),
A001624(37427), A030838(45944), S007367(4736) - use the same point of diversion. Next to
the water right ID's, in parenthesis, are the associated point of diversion ID's. They are different
ID's but the physical location of the point of diversion is the same for all.

Water use within this place of use may also occur under the following application numbers
A012125, A023005, A008688, S007368, S007367, A000018 and A001554, A001624, A030838.
For the purposes of enhanced reporting water diverted by GCID will be reported only under
Statement A030838. All other water right ID's listed above will report 0 diversions as to not
""double-count"" Diversions.

The data submitted above is provisional and based on the best information available at the time
they are submitted. These values may be updated/revised in the future reports, including annual
water right reports, based upon further analysis and review of the data. Diversions during
November 2022- March 2023 were limited based on GCID's Sacramento river settlement contract.
"
A031186,TRUE,0,0,"Overlapping rights at the point of diversion(s) include Friant Power Authority's non-consumptive use rights under A025882, A030593, and A031186 along with the US Bureau of Reclamation's consumptive use rights under A000023, A000234, A001465, and A005638 along with certain pre-1914 rights. Friant Power Authority non-consumptive use of previously stored or directly diverted water to the Friant-Kern Canal, Madera Canal, and/or the San Joaquin River below Friant Dam is done at the direction of the US Bureau of Reclamation. As directed, natural flows that are nonconsumptively used are bypassed to the San Joaquin River at the direction of the US Bureau of Reclamation. Some of the water non-consumptively used is for the US Bureau of Reclamation’s consumptive use in the implementation of the San Joaquin River Restoration Program. Details related to use of previously stored or directly diverted water should be referenced in reporting of consumptively used water by the US Bureau of Reclamation's rights under A000023, A000234, A001465, and A005638."
A031405,TRUE,0,0,
A031413,FALSE,0,0,Expect to resume operations and have high flow available. 
A031436,TRUE,0,0,
A031499,TRUE,0,0,
A031502,TRUE,0,0,
A031518,TRUE,0,0,
A031595,TRUE,0,0,
A031596,TRUE,0,1509,
A031615,FALSE,0,0,
A031770,TRUE,0,0,
A031919,TRUE,0,0,
A032232,TRUE,0,0,
S000379,TRUE,0,0,Right is not currently in use due to an ongoing project within the Richvale Irrigation District
S000477,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The January 13, 2023, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for February 2023. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ February 2023 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
S000480,TRUE,0,0,"The water right that is the subject of this Delta Watershed Enhanced Reporting of Actual Diversions and Projected Demand is subject to an “Agreement on Diversion of Water From the Feather River” dated May 27, 1969 by and between the State of California acting through its Department of Water Resources and Richvale Irrigation District, Biggs-West Gridley Water District, Butte Water District and Sutter Extension Water District (collectively known as the “Joint Water Districts”).  The Diversion Agreement sets forth the terms under which water is available to the Joint Water Districts.  If water is unavailable under the Joint Water Districts’ water right, diversions continue pursuant to the terms of the Diversion Agreement, including diversions of previously stored water from the State Water Project or other sources.  
The Diversion Agreement divides the calendar year into the allotted “irrigation season” April 1 through October 31 and the non-allotted season of November 1 through March 31.  In 2022, In 2022 the Joint Water Districts’ irrigation season supply will be reduced by 50% pursuant to the Diversion Agreement.  The non-allotted water season beginning November 1 is not limited by volume, but rather by reasonable and beneficial use.  We have reviewed the water right demand information assumed in the methodology and have determined that no changes are needed to reflect projected demands under this water right in February 2023. 
"
S000495,FALSE,0,0,Wet hydrology
S000656,FALSE,0,0,We receive our water right water from Folsom Lake via deliveries of previously stored water by the United States Bureau of Reclamation pursuant to a 1954 Settlement Agreement.
S000731,FALSE,495,0,
S000888,TRUE,0,0,
S000892,TRUE,1513,0,
S000922,TRUE,0,23684,
S000923,TRUE,0,0,
S000925,FALSE,0,0,
S000944,TRUE,0,138,
S000948,TRUE,0,39.2,
S000949,TRUE,0,55.9,
S000951,TRUE,0,52.3,
S000952,TRUE,0,877,
S000954,TRUE,3273,0,
S000957,TRUE,0,0,
S000959,TRUE,107,0,
S000968,TRUE,46.8,0,
S000969,TRUE,41.7,0,
S000974,TRUE,0,0,
S000977,TRUE,0,43,
S000978,TRUE,0,166,
S000980,TRUE,0,27.7,
S000981,TRUE,0,256,
S000982,TRUE,162,0,
S000984,TRUE,0,0,
S000992,TRUE,0,0,
S000993,TRUE,0,0,
S000995,TRUE,969,0,
S000998,FALSE,1383,0,
S001002,FALSE,0,19,
S001003,FALSE,0,237,
S001004,FALSE,0,55,
S001014,TRUE,0,846,
S001050,TRUE,1168.69,0,
S001073,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The January 13, 2023, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for February 2023. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ February 2023 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
S001074,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The January 13, 2023, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for February 2023. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ February 2023 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
S001098,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The January 13, 2023, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for February 2023. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ February 2023 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
S002635A,FALSE,0,13884.29752,
S002635B,FALSE,0,0,
S002636A,FALSE,0,2783.702479,
S002636B,FALSE,0,0,
S002636C,FALSE,0,0,
S002637A,FALSE,0,0,
S002637B,FALSE,0,0,
S002638A,FALSE,0,0,
S002638B,FALSE,0,0,
S002908,TRUE,0,0,
S002909,TRUE,1.42,0,
S002910,TRUE,0,0,
S004518,FALSE,0,1000,Permit is storage only.  Storage projection is between historical reported average and maximum for February.  
S004683A,FALSE,0,0,
S004683B,FALSE,0,0,
S004683C,FALSE,0,0,
S004683D,FALSE,0,0,
S004683E,FALSE,0,0,
S004707,FALSE,0,37,
S004708,FALSE,0,116,5-year average more representative of anticipated diversions. 
S004716,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S004717,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S004718,FALSE,1654,0,
S005005,TRUE,0,0,
S006353,TRUE,0,1190,
S006354,FALSE,0,5000,Permit is storage only.  Storage projection is between historical reported average and maximum for February.  
S007367,FALSE,0,0,"All water rights under enhanced reporting - A000018 (28034,28035,28036), A001554(23312),
A001624(37427), A030838(45944), S007367(4736) - use the same point of diversion. Next to
the water right ID's, in parenthesis, are the associated point of diversion ID's. They are different
ID's but the physical location of the point of diversion is the same for all.

Water use within this place of use may also occur under the following application numbers
A012125, A023005, A008688, S007368, S007367, A000018 and A001554, A001624, A030838.
For the purposes of enhanced reporting water diverted by GCID will be reported only under
Statement A030838. All other water right ID's listed above will report 0 diversions as to not
""double-count"" Diversions.

The data submitted above is provisional and based on the best information available at the time
they are submitted. These values may be updated/revised in the future reports, including annual
water right reports, based upon further analysis and review of the data. Diversions during
November 2022- March 2023 were limited based on GCID's Sacramento river settlement contract."
S008735,TRUE,338.2,0,Remainder of water right is transferred monthly to PG&E for hydroelectric generation.
S009033,TRUE,0,0,
S009034,FALSE,2080,0,5-year average more representative of anticipated diversions. 
S009320,TRUE,20,0,
S009352,TRUE,0,1060.393,
S009897,FALSE,1800,0,Quantities included for the water right identified in this report are based on estimated diversions that would occur absent a curtailment order. The data included with this report are provisional and are based on the best information available at the time of submittal. These values may be updated/revised in future reports based upon further review of the data/analysis.
S009978,TRUE,728,0,
S009979,TRUE,109,0,
S009980,TRUE,83.4,0,
S009981,TRUE,0,0,
S009982,TRUE,36.2,0,
S010405,TRUE,0,0,
S010794,TRUE,40,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S012208,TRUE,0,0,We have no water available. 
S012950,TRUE,68,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S012951,TRUE,58,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S012952,TRUE,42,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013330,TRUE,90,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013501,TRUE,0,0,
S013791,TRUE,196,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013800,TRUE,2134,861,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013801,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013809,TRUE,356,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013848,FALSE,38876,0,
S013927,TRUE,1827,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S013928,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S014122,TRUE,517,153,This water right is combined in use with A017605 and A012342A
S014323,TRUE,0,0,
S014355,TRUE,6,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
S014379A,FALSE,0,0,
S014379B,FALSE,0,0,
S014379C,FALSE,0,0,
S014601,FALSE,597.4,0,
S014834,TRUE,469,0,
S014968,TRUE,0,0,
S014982,TRUE,0,0,
S014986,TRUE,0,0,There is no hydraulic continuity between Clear Lake and Cache Creek Dam because of low lake levels.
S015476,TRUE,0,0,This water right is for direct diversion for non-consumptive purposes only.
S015557,TRUE,0,0,Water was diverted under this application from previously stored water under a 1965 Contract Agreement with the East Bay Municipal Utilities District.  
S016689,TRUE,671.4,0,
S016818,TRUE,0,0,We have no water available.
S016987,TRUE,0,0,
S017060,TRUE,40.92,0,
S017286,TRUE,0,0,
S017323,TRUE,715,0,
S018779,FALSE,0,0,
S020012,FALSE,0.1,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights."
S020013,FALSE,0.1,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights."
S020054,FALSE,1093,0,Demand is expected to be greater than 354.6 ac-ft. Amount projected herein is approximate value reported for February 2020.
S020055,TRUE,439.6,0,
S020165,TRUE,0,0,all diversions have been reported to the appropriative water rights
S020167,TRUE,0,0,all diversions have been reported to the appropriative water rights
S020172,TRUE,0,0,all diversions have been reported to the appropriative water rights
S020580,FALSE,1109,0,
S020657,TRUE,184,0,
S020716,TRUE,0,0,
S020799,TRUE,0,0,
S020960,TRUE,0,0,
S020961,TRUE,0,0,
S021256,TRUE,712,0,
S021975,FALSE,213.727,0,
S022067,TRUE,9.3,620,
S022068,TRUE,9.3,620,
S022153,TRUE,0,0,
S022154,TRUE,0,0,
S022169,TRUE,0,0,
S022682,TRUE,0,0,
S023338,TRUE,0,0,
S024732,FALSE,0,0,No projected demand based on 5 most recent years of no use during month of February 
