Application ID,No Changes?,Jan Direct (AF),Jan Storage (AF),Comments
A014907,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A014928,TRUE,0,0,
A014963,TRUE,0,0,
A015179,TRUE,0,0,
A015201,FALSE,0,0,"Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A4228.
"
A015204,TRUE,0,0,
A015250,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A015407,TRUE,0,0,
A015424,TRUE,0,0,
A015467,TRUE,0,0,
A015468,TRUE,0,0,
A015525,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A015563,TRUE,0,0,
A015574,FALSE,0,24054,
A015587,TRUE,0,0,
A015606,TRUE ,0,0,
A015698,TRUE,0,0,
A015710,FALSE,0,0,
A015717,TRUE,0,271,
A015719,TRUE,0,953,
A015764,FALSE,0,100000,Storage projection is between average and maximum historical reported amounts.
A016060,TRUE,601,0,
A016102,TRUE,0,0,
A016186,FALSE,0,0,
A016187,FALSE,0,0,This water right is for direct diversion for non-consumptive purposes only.
A016329,TRUE,0,0,
A016361B,TRUE,0,0,
A016401,TRUE,0,0,
A016604,TRUE,600,0,
A017066,TRUE,0,0,
A017375,TRUE,0,0,
A017376,FALSE,0,20000,Storage projection is between average and maximum historical reported amounts.
A017605,TRUE,0,0,There will be a direct diversion demand to supply water to our fish farms.  We will be diverting additional runoff above the direct diversion demand to storage.  This water right is combined for use with A012342A.  
A017862,TRUE,0,0,
A018084,TRUE,0,5216,
A018085,TRUE,0,0,
A018086,TRUE,0,0,
A018087,TRUE,0,0,
A018115,FALSE,0,5000,Storage projection is approximately average amount reported.  
A018714,FALSE,0,10000,Storage projection is close to average historical reported amount.
A018727,FALSE,0,0,
A018733,FALSE,0,5000,Storage projected is between average and maximum historical reported amounts.
A018812,TRUE,101,6063,
A019145,TRUE,0,700,Only issue is that the reservoir is dry so if we get rain we need to fill it 
A019148,FALSE,0,0,
A019149,TRUE,0,0,
A019303,TRUE,0,0,
A019304,TRUE,0,0,
A019934,FALSE,0,24,Direct Diversion (DD) should be zero as this permit is storage only.  The 2018 DD amount was filed in error and will be corrected.  The 2018 storage number is fine.
A020017,FALSE,6000,3100,"The projected numbers more accurately reflect typical monthly demands based off 2016 through 2020 reports.

The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A020072,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A020245,FALSE,0,0,"12298 AF represents maximum diversion to storage under Permit 20749 in January, based on the 200 cfs maximum rate of diversion for 31 days. The ability to divert is also limited by conditions in the Delta."
A020288,TRUE,0,0,
A020522,TRUE,0,0,
A020698,TRUE,0,0,
A021009,FALSE,0,2000,Projected storage is between average and maximum historical reported amounts.  
A021151,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A021152,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A021542,TRUE,0,0,
A021945,TRUE,59.9,673,no changes
A022039,TRUE,0,0,
A022061,TRUE,0,0,
A022110,TRUE,0,0,
A022227,TRUE,0,0,
A022316,FALSE,0,250,Storage projection is between average and maximum historical reported amounts.
A022980,FALSE,0,0,"(1) reservoir is now full due to storm on 12/10/22, so no additional storage is expected over the next month.
(2) Delta Watershed Methodology Demand Tool hasn't been working, so I can't see the posted information anyway."
A023201,FALSE,700,0,
A023416,FALSE,0,450,
A023757,TRUE,0,0,
A024590,TRUE,0,0,
A024701,TRUE,0,0,
A024983,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A025056,FALSE,0,0,"Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A13156.
"
A025176,TRUE,0,0,"Under this water right, water is used for hydropower production.  Under a separate water right, held by another agency, this water is reported for usage."
A025512,TRUE,0,0,
A025516A,FALSE,0,1.6,"Kellogg Creek provides a small amount of inflow to storage in Los Vaqueros Reservoir only in times of high precipitation. Releases are also required to downstream uses, which decreases net storage. Estimate of net storage demand of 184 AF is based on the highest example of historical natural flows stored in January over 24 years of record (1998-2022) net of historical downstream releases."
A025616,TRUE,576,0,
A025751,FALSE,783,0,
A025901,TRUE,0,0,
A025967,TRUE,0,0,
A026162,TRUE,0,0,
A026378,TRUE,0,0,
A026379,TRUE,0,0,
A026469,TRUE,0,0,IVR Hydropower facility has been offline since 2020.
A026517,TRUE,0,0,
A026534,TRUE,0,0,
A026535,TRUE,0,0,
A026542,TRUE,0,0,
A026543,TRUE,0,0,
A026544,TRUE,0,0,
A026545,TRUE,0,0,
A026546,TRUE,0,0,
A026547,TRUE,0,0,
A026559,FALSE,0,0,Hydroelectric generation.
A026619,FALSE,0,0,
A026637,TRUE,0,0,
A026651,TRUE,0,306,
A026695,TRUE,0,0,
A026736,TRUE,0,0,
A026739,TRUE,0,0,
A026768,TRUE,0,0,
A026780,TRUE,0,0,
A026781,TRUE,0,0,
A026791,TRUE,0,0,
A026866,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A026908,FALSE,0,0,"Hydro-electric usage for December.  Will be dependent on rain fall.  If there is no rain then no usage, if more rain then usage will increase.  All diversion is within the boundaries of our property and all water is returned to the stream."
A026942,TRUE,0,0,
A027117,FALSE,0,0,"Hydro-electric usage for December.  Will be dependent on rain fall.  If there is no rain then no usage, if more rain then usage will increase.  All diversion is within the boundaries of our property and all water is returned to the stream."
A027132,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A027174,TRUE,0,0,
A027222,TRUE,0,0,
A027302,TRUE,0,0,
A027319,TRUE,0,0,
A027349,TRUE,0,0,
A027390,TRUE,0,0,"Olsen will continue to divert 6,149 acre-feet from Old Cow Creek as allowed under Application Number A027390, and License number 013879. "
A027540,FALSE,0,0,"OLSEN WILL CONTINUE TO DIVERT 1230-ACRE-FEET FROM OLD COW CREEK AS ALLOWED UNDER APPLICATION A027540, LICENSE NUMBER 013880."
A027546,TRUE,0,0,
A027559,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A027570,TRUE,0,0,
A027750,TRUE,0,0,
A027815,TRUE,0,0,"We do not expect CAISO to allow us to generate until they approve our metering, which they continually delay.  We anticipate being allowed to run for part of January and having sufficient water at that time. "
A028238,TRUE,332,0,
A028453,TRUE,0,0,
A028465,FALSE,0,0,
A029300,FALSE,0,2017,
A029721,TRUE,0,0,
A029797,TRUE,0,0,
A030257,TRUE,0,0,
A030258,TRUE,0,0,
A030410,FALSE,310,0,
A030415,TRUE,0,0,
A030445,TRUE,1125,0,
A030812,TRUE,0,0,
A030813,TRUE,0,0,
A030838,FALSE,7000,0,"All water rights under enhanced reporting - A000018 (28034,28035,28036), A001554(23312),
A001624(37427), A030838(45944), S007367(4736) - use the same point of diversion. Next to
the water right ID's, in parenthesis, are the associated point of diversion ID's. They are different
ID's but the physical location of the point of diversion is the same for all.

Water use within this place of use may also occur under the following application numbers
A012125, A023005, A008688, S007368, S007367, A000018 and A001554, A001624, A030838.
For the purposes of enhanced reporting water diverted by GCID will be reported only under
Statement A030838. All other water right ID's listed above will report 0 diversions as to not
""double-count"" Diversions.

The data submitted above is provisional and based on the best information available at the time
they are submitted. These values may be updated/revised in the future reports, including annual
water right reports, based upon further analysis and review of the data. Diversions during
November 2022- March 2023 were limited based on GCID's Sacramento river settlement contract."
A031405,TRUE,0,0,
A031413,FALSE,0,0,We do not expect CAISO to allow us to generate again until mid to late January but anticipate sufficient water available at that time. 
A031436,FALSE,10000,0,
A031499,TRUE,0,0,
A031502,TRUE,0,0,
A031518,TRUE,0,0,
A031595,TRUE,0,22,
A031596,FALSE,0,60,"Using January 2017, a wetter year than 2018"
A031615,TRUE,0,0,
A031770,TRUE,0,0,
A031919,TRUE,0,0,
A032232,TRUE,0,0,
S000070,FALSE,3000,0,"The diverter expects to divert about 3,000 acre-feet in November 2022."
S000477,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The December 15, 2022, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for January 2023. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ January 2023 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
S000480,TRUE,25039,0,"The water right that is the subject of this Delta Watershed Enhanced Reporting of Actual Diversions and Projected Demand is subject to an “Agreement on Diversion of Water From the Feather River” dated May 27, 1969 by and between the State of California acting through its Department of Water Resources and Richvale Irrigation District, Biggs-West Gridley Water District, Butte Water District and Sutter Extension Water District (collectively known as the “Joint Water Districts”).  The Diversion Agreement sets forth the terms under which water is available to the Joint Water Districts.  If water is unavailable under the Joint Water Districts’ water right, diversions continue pursuant to the terms of the Diversion Agreement, including diversions of previously stored water from the State Water Project or other sources.  

The Diversion Agreement divides the calendar year into the allotted “irrigation season” April 1 through October 31 and the non-allotted season of November 1 through March 31.  In 2022, In 2022 the Joint Water Districts’ irrigation season supply will be reduced by 50% pursuant to the Diversion Agreement.  The non-allotted water season beginning November 1 is not limited by volume, but rather by reasonable and beneficial use.  The Joint Water Districts have utilized a projected demand of 0 acre feet for the month of January instead of the projected 25,039 acre feet the State Water Board has projected. 
"
S000495,FALSE,0,0,We anticipate rainfall for a wet December and a wet January.
S000656,FALSE,0,0,We receive our water right water from Folsom Lake via deliveries of previously stored water by the United States Bureau of Reclamation pursuant to a 1954 Settlement Agreement.
S000729,TRUE,172.827,0,"S0729,S0730 and A00l04l are reported together.  The Cone Kimball ditch diversion is not assigned a separate point of diversion and is included with the total.   "
S000731,TRUE,372,0,
S000888,TRUE,0,0,
S000892,TRUE,1417,0,
S000922,TRUE,0,0,
S000923,TRUE,0,0,
S000925,FALSE,0,0,
S000944,TRUE,0,3840,
S000948,TRUE,0,0,
S000949,TRUE,0,400,
S000951,TRUE,0,313,
S000952,TRUE,0,829,
S000954,TRUE,2817,0,
S000957,TRUE,0,0,
S000959,TRUE,1,0,
S000968,TRUE,160,0,
S000969,TRUE,39.4,0,
S000974,TRUE,0,0,
S000977,TRUE,0,163,
S000978,TRUE,0,0.5,
S000980,TRUE,0,0,
S000981,TRUE,0,744,
S000982,TRUE,141,0,
S000984,TRUE,0,0,
S000992,TRUE,0,0,
S000993,TRUE,0,0,
S000995,TRUE,1090,0,
S000998,TRUE,2269,0,
S001014,TRUE,0,2006,
S001050,TRUE,1288.65,0,
S001073,TRUE,0,0,
S001074,TRUE,0,0,
S001098,TRUE,0,0,
S002635A,FALSE,921,4309,
S002635B,FALSE,0,0,
S002636A,FALSE,0,0,
S002636B,FALSE,0,0,
S002636C,FALSE,0,0,
S002637A,FALSE,0,0,
S002637B,FALSE,0,0,
S002638A,FALSE,0,0,
S002638B,FALSE,0,0,
S002908,TRUE,0,0,
S002909,FALSE,70,0,
S002910,TRUE,0,0,
S004518,FALSE,0,500,Projected storage is between average and maximum historical reported amounts.
S004683A,TRUE,0,0,
S004683B,TRUE,0,0,
S004683C,TRUE,0,0,
S004683D,TRUE,0,0,
S004683E,TRUE,0,0,
S004707,FALSE,0,120,
S004708,TRUE,0,671,
S004716,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S004717,FALSE,0,900,"Projected demands are typical and based off 2016 through 2020 reporting. 

The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S004718,FALSE,1789,0,
S005005,TRUE,0,0,
S006353,TRUE,0,4261,
S006354,TRUE,0,4630,
S007367,FALSE,0,0,"All water rights under enhanced reporting - A000018 (28034,28035,28036), A001554(23312),
A001624(37427), A030838(45944), S007367(4736) - use the same point of diversion. Next to
the water right ID's, in parenthesis, are the associated point of diversion ID's. They are different
ID's but the physical location of the point of diversion is the same for all.

Water use within this place of use may also occur under the following application numbers
A012125, A023005, A008688, S007368, S007367, A000018 and A001554, A001624, A030838.
For the purposes of enhanced reporting water diverted by GCID will be reported only under
Statement A030838. All other water right ID's listed above will report 0 diversions as to not
""double-count"" Diversions.

The data submitted above is provisional and based on the best information available at the time
they are submitted. These values may be updated/revised in the future reports, including annual
water right reports, based upon further analysis and review of the data. Diversions during
November 2022- March 2023 were limited based on GCID's Sacramento river settlement contract."
S008735,TRUE,337.6,0,Remainder of water right is transferred monthly to PG&E for hydroelectric generation.
S009033,TRUE,0,0,
S009034,TRUE,2490,0,
S009320,TRUE,371,0,
S009352,TRUE,0,18.874,
S009897,FALSE,2000,0,Quantities included for the water right identified in this report are based on estimated diversions that would occur absent a curtailment order. The data included with this report are provisional and are based on the best information available at the time of submittal. These values may be updated/revised in future reports based upon further review of the data/analysis.
S009978,TRUE,982,0,
S009979,TRUE,131,0,
S009980,TRUE,51.2,0,
S009981,TRUE,354,0,
S009982,TRUE,40.8,0,
S010405,TRUE ,0,0,
S010794,TRUE,27,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S012950,TRUE,213,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S012951,TRUE,148,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S012952,TRUE,122,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013330,TRUE,38,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013501,TRUE,0,0,
S013791,TRUE,174,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013800,FALSE,2000,3600,"Projections are based off average demands from 2016 through 2020 reporting.

The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013801,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013809,TRUE,23,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013848,FALSE,2583,30000,
S013927,FALSE,800,0,"Projected demands are typical and based off average diversions from 2016 through 2020 reports.

The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013928,TRUE,4083,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S014122,TRUE,453,1710,There will be a direct diversion demand to supply water to our fish farms.  We will be diverting additional runoff above the direct diversion demand to storage. This Statement is combined with water rights A017605 & A012342A for reporting purposes. 
S014323,TRUE,0,0,
S014355,TRUE,114,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S014379A,FALSE,0,0,
S014379B,FALSE,0,0,
S014379C,FALSE,0,0,
S014834,TRUE,0,0,
S014968,TRUE,0,0,
S014982,TRUE,0,0,
S014983,TRUE,0,0,
S014984,TRUE,0,0,
S014986,TRUE,0,31120.5,There is no hydraulic continuity between Clear Lake and Cache Creek Dam because of low lake levels.
S015476,TRUE ,0,0,This water right is for direct diversion for non-consumptive purposes only.
S015557,TRUE,461,0,Water will be diverted from previously stored water  pursuant to an agreement with East Bay Municipal Utility District under our 1965 Agreement with them. 
S016332,TRUE,2342,0,
S016689,TRUE,364.5,0,
S016987,TRUE,0,0,
S017286,TRUE,3158,0,
S017323,TRUE,666,0,
S018092,TRUE,0,0,
S018779,FALSE,0,0,
S019929,FALSE,280,0,
S020054,FALSE,950,0,Demand is expected to be greater than 0.9 ac-ft. Amount projected herein is approximate value reported for January 2020.
S020055,FALSE,965,0,Demand is expected to be greater than 1.8 ac-ft. Amount projected herein is approximate value reported for January 2021.
S020165,TRUE,0,0,
S020167,FALSE,3000,0,
S020172,TRUE,0,0,
S020579,FALSE,0,0,
S020580,FALSE,1228,0,
S020657,TRUE,0,0,
S020716,TRUE,0,0,
S020721,FALSE,0,0,
S020799,FALSE,0,0,"We will not need water until April, 2023."
S020960,TRUE,0,0,
S020961,TRUE,0,0,
S022067,TRUE,19,1050,
S022068,TRUE,19,1050,
S022153,TRUE,0,0,
S022154,TRUE,0,0,
S022169,TRUE,0,0,
S022682,TRUE,0,0,
S023338,TRUE,0,0,
S024732,FALSE,50,0,
