Application ID,No Changes?,Mar Direct (AF),Mar Storage (AF),Comments
A004432,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A004513,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A006522,TRUE,0,0,
A011792B,FALSE,0,0,
A012911,FALSE,0,0,
A012912,TRUE,0,0,
A012912A,FALSE,79,0,
A013091,TRUE,0,0,
A013092,TRUE,0,0,
A013093,FALSE,0,0,
A013093A,TRUE,0,0,
A018727,FALSE,0,0,
A019148,FALSE,0,0,
A019149,FALSE,0,1791,
A025901,TRUE,0,0,
A027222,TRUE,0,0,
A031615,TRUE,0,0,
A002227,TRUE,0,290,
A014127,FALSE,0,0,
S020054,FALSE,1166.9,0,Demand is expected to be greater than 85.4 ac-ft. Amount projected herein is approximate value reported for March 2020.
S020055,FALSE,2670.1,0,Demand is expected to be greater than 326.1 ac-ft. The amount projected herein is the amount reported for March 2022.
A013156,FALSE,0,4200,"(1) Reported figures are based on: projected diversion and storage of flow into Pardee based on projected median hydrology (50% exceedance forecast), estimated demand, and operational assumptions. Actual diversion and storage may vary from reported projection if actual conditions differ substantially from median hydrology, the demand estimate, and operational assumptions. (2) Demand projection assumes 10% mandatory conservation by EBMUD’s customers. (3) March 2023 projected diversion demand is also below seasonal norm because planned aqueduct outage for maintenance work is expected to reduce conveyance capacity."
A004768,FALSE,0,0,Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A4228.
A001341,FALSE,0,2500,SCE storage projections are less than the 2018 reported storage.
A001342,FALSE,0,0,SCE storage projections are less than the 2018 reported storage.
A001343,FALSE,0,0,SCE direct diversion projections are more  than the 2018 reported storage
A001344,TRUE,0,0,
A001345,TRUE,0,0,
A001346,FALSE,0,1200,SCE storage projection and direct diversion are more than the 2018 reported storage.
A002522,TRUE,0,0,
A010338,TRUE,0,0,
A011115,TRUE,0,0,
A011352,TRUE,0,0,
A013928,TRUE,0,0,
A013929,FALSE,0,0,SCE's water plan diversion projections into Mammoth Pool Reservoir are greater than the 2018 used by the SWB for projected demand.
A016102,TRUE,0,0,
A024701,TRUE,0,0,
A026534,TRUE,0,0,
A026535,TRUE,0,0,
A026542,TRUE,0,0,
A026543,TRUE,0,0,
A026544,TRUE,0,0,
A026545,TRUE,0,0,
A026546,TRUE,0,0,
A026547,TRUE,0,0,
A005128,FALSE,0,0,Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A4228.
A015201,FALSE,0,0,Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A4228.
A025056,FALSE,0,0,Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A13156.
A011199,TRUE,360,48839,
A012578,TRUE,993,0,
A001532,FALSE,0,0,
A003139,FALSE,0,0,
A009996,FALSE,0,0,
A001232,FALSE,0,0,
A014126,FALSE,0,0,
S013848,FALSE,45079,0,
A003648,FALSE,0,0,
A006711,FALSE,0,0,
A009997,FALSE,0,0,
A001233,FALSE,0,0,
A006316,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights
and/or claims associated with the lands within the place of use of this license. Estimated and/or
measured water diversion amounts under those other water related rights for the instant reporting year
will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for
the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s)
water to the place of use of this license under those other rights and/or claims.
To avoid duplicative reporting of diversion amounts for the place of use of this license under this
license report and that(those) Statement Number report(s), the number “0.1” is reported for the
amounts directly diverted and/or projected to be directly diverted as a placeholder in this report.
The actual estimated and/or measured diversion amounts that were made under this license during the
months authorized under this license, and during times when this license is not curtailed, will be the
diversion amounts reported for those months in said Statement Number report(s) for the instant
reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable
under this license to the extent any of the monthly diversion amounts in said Statement Number
report(s) exceed those maximum amounts.
This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with
the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water
Diversion and Use in the Delta,” dated February 1, 2021. The use of this reporting methodology does
not commit the owner to use this methodology in the future, nor does it waive or impair any of the
owner’s rights to divert and use water pursuant to this license or pursuant to any other water related
rights."
S020012,FALSE,0.1,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights
and/or claims associated with the lands within the place of use of this license. Estimated and/or
measured water diversion amounts under those other water related rights for the instant reporting year
will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for
the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s)
water to the place of use of this license under those other rights and/or claims.
To avoid duplicative reporting of diversion amounts for the place of use of this license under this
license report and that(those) Statement Number report(s), the number “0.1” is reported for the
amounts directly diverted and/or projected to be directly diverted as a placeholder in this report.
The actual estimated and/or measured diversion amounts that were made under this license during the
months authorized under this license, and during times when this license is not curtailed, will be the
diversion amounts reported for those months in said Statement Number report(s) for the instant
reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable
under this license to the extent any of the monthly diversion amounts in said Statement Number
report(s) exceed those maximum amounts.
This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with
the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water
Diversion and Use in the Delta,” dated February 1, 2021. The use of this reporting methodology does
not commit the owner to use this methodology in the future, nor does it waive or impair any of the
owner’s rights to divert and use water pursuant to this license or pursuant to any other water related
rights."
S020013,FALSE,0.1,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights
and/or claims associated with the lands within the place of use of this license. Estimated and/or
measured water diversion amounts under those other water related rights for the instant reporting year
will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for
the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s)
water to the place of use of this license under those other rights and/or claims.
To avoid duplicative reporting of diversion amounts for the place of use of this license under this
license report and that(those) Statement Number report(s), the number “0.1” is reported for the
amounts directly diverted and/or projected to be directly diverted as a placeholder in this report.
The actual estimated and/or measured diversion amounts that were made under this license during the
months authorized under this license, and during times when this license is not curtailed, will be the
diversion amounts reported for those months in said Statement Number report(s) for the instant
reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable
under this license to the extent any of the monthly diversion amounts in said Statement Number
report(s) exceed those maximum amounts.
This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with
the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water
Diversion and Use in the Delta,” dated February 1, 2021. The use of this reporting methodology does
not commit the owner to use this methodology in the future, nor does it waive or impair any of the
owner’s rights to divert and use water pursuant to this license or pursuant to any other water related
rights."
A013541,TRUE,0,0,
S005005,TRUE,0,0,
A001195,TRUE,573.65,0,
S016987,TRUE,458.92,0,
S023338,TRUE,0,0,
A011003A,TRUE,0,0,
S024732,FALSE,0,0,There are no projected demands for March 2023 based on the most recent 5 years of monthly demands indicating zero use for the month of March 
S022154,FALSE,0,0,"We will divert under Wonderful Nut Orchard LLC's lawful right during the water year and exercise its right to the maximum extent allowable under the law if supplies are available for diversion.  We will update if that exceeds claims 1,000 to 4,999 acre-feet. "
S019929,FALSE,660,0,Projection for March 2023 based upon recent dry years of use during the month of March  
A003613,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A009927,TRUE,157,0,
S022572,TRUE,0,0,
A012371,TRUE,314,0,
S000302,TRUE,4.82,0,
A012635,FALSE,400,0,Needed for irrigation purposes.
A004124,TRUE,0,0,
A001150,TRUE,0,0,
A004123,TRUE,0,0,
S000730,TRUE,11.29795,0,
A001041,FALSE,0,0,
A012342A,TRUE,0,0,Lake Amador is full and no water is expected to be able to store in March
A017605,TRUE,0,0,
S014122,TRUE,497,6045,
A011878,FALSE,0,0,We have a pump on the Ridge Cut of which we have water rights for.  We have not used the pump because there is no water to be pumped.  We are waiting for the district and the state to let us know if we will be able pump water this year.
A016212,FALSE,62,0,
S014601,FALSE,717,0,
A016688,FALSE,0,0,
A027174,FALSE,0,0,
A000023,TRUE,0,0,
A000234,FALSE,75000,77019,"Storage number from 2018 was fine, but DD seemed low.  Have projected an amount between historic reported average and maximum."
A001465,TRUE,0,0,
A002212,TRUE,0,12510,
A005618,FALSE,0,0,This is power permit (non-consumptive).
A005625,TRUE,0,0,
A005626,FALSE,50000,466044,"2018 Storage number is okay, but 2018 DD was the maximum reported so lowered the amount to be between historic reported average and maximum."
A005638,TRUE,0,0,
A009363,TRUE,0,0,
A009364,TRUE,0,0,
A009365,TRUE,0,0,
A009366,FALSE,3500,0,"DD amount from 2018 was a little low, so increased projection to be between historical reported average and maximum."
A009367,TRUE,0,0,
A009368,TRUE,122285,0,
A010588,TRUE,0,0,
A012716,FALSE,0,0,"March is outside of DD season for this permit, so have zeroed out the projection.  Have observed in past USBR reports that there are DD amounts reported in March, but have interpreted permits since taking those over for reporting that the amounts reported outside of the season of this permit are to be reported under SCWA's A012578.  "
A013370,FALSE,8000,225000,"2018 DD seemed low.  This projection is not quite up to the average, but it does capture most reported years' DD.  

2018 Storage was the maximum reported, so lowered the projection to between historical reported average and maximum."
A013371,TRUE,0,0,
A013372,TRUE,0,0,
A014662,TRUE,0,0,
A014858A,FALSE,0,62058,"2018 Storage number was a little low, so made a projection that is between historical reported average and maximum.  "
A014858B,TRUE,1073,0,
A014859,TRUE,0,0,
A015424,TRUE,0,0,
A015764,FALSE,0,45902,"2018 Storage was a little low, so projected a number between historical reported average and maximum.  "
A017375,TRUE,0,0,
A017376,FALSE,30000,20000,"2018 DD and Storage were low, so have changed projections for both with numbers between historical reported averages and maximums.  "
A018115,FALSE,0,30000,"2018 Storage was low, so changed projection number to a figure between historical reported average and maximum.  "
A018714,FALSE,0,15000,"2018 Storage number seemed a bit high, so lowered Projection to a number between historical reported average and maximum.  This new projection captures most reported years' storage.  "
A018733,TRUE,0,15896.5,
A019303,TRUE,0,0,
A019304,TRUE,0,0,
A019934,FALSE,0,24,"DD number should be zero as this permit is storage only.  Since taking over the reporting of this permit, only Storage is reported (DD in this location is reported under different permits).  

The Storage number from 2018 as a projection is okay.  It is between the historical reported average and maximum.  "
A021009,FALSE,0,1000,"2018 Storage is a bit low, so increased Projected Storage to a number between historical reported average and maximum.  "
A021542,FALSE,0,0,
A022316,TRUE,0,0,
A027319,TRUE,0,0,
S004518,FALSE,0,421,"Though 2018 Storage is technically between historical reported average and maximum, have increased the Projection to a number that captures most historical reported Storage amounts.  "
S006353,TRUE,0,0,
S006354,FALSE,0,1000,"2018 Storage amount is a little low, so increased Storage Projection to a number between historical reported average and maximum.  It also captures the Storage reported in most years.  "
S016432,FALSE,587.84,0,"The projected amounts directly diverted for consumptive use in this report are best estimates based on crop evapotranspiration estimates (plus a factor to account for field flooding, if any) derived from the ITRC REPORT 03-001 ETc Table for Irrigation Scheduling and Design, Zone 12 for Surface Irrigation, Typical year adjusted for the reporting year using year 2020 CIMIS monthly ETo for Holt.  For crops not covered by the ITRC report, ETc was determined using ratios to alfalfa from Table A-5, DWR Bulletin 168, October 1978.  The multiple is to account for additional water that is diverted but not consumed or evaporated. "
S000729,TRUE,172.8281,0,
A005316,FALSE,0.1,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A013715,FALSE,0.1,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A001221,FALSE,0,0,This water right is for direct diversion for non-consumptive purposes only.
A001222,FALSE,0,0,This water right is for direct diversion for non-consumptive purposes only.
A001224,FALSE,0,0,
A016186,FALSE,0,384,
A016187,FALSE,0,0,This water right is for direct diversion for non-consumptive purposes only.
A010572,TRUE,0,0,
A008238,TRUE,0,2612,
A018774,TRUE,0,0,
S015476,TRUE,0,0,This water right is for direct diversion for non-consumptive purposes only.
S004718,FALSE,17215,0,
A006470,TRUE,0,0,
S010405,TRUE,0,0,
A012470B,TRUE,0,0,
A030410,TRUE,0,0,
A001659,TRUE,0,0,
A003768,TRUE,0,0,
A028465,FALSE,0,0,
A029300,FALSE,0,983,
A007641A,TRUE,0,0,
A015606,TRUE,0,0,
A008495,TRUE,701,23,
A000480,TRUE,0,0,
A003769,TRUE,0,0,
A001588,TRUE,0,0,
A001199B,TRUE,0,0,
A012073B,TRUE,0,0,
A026695,TRUE,0,0,
S017286,TRUE,0,0,
A003206,TRUE,0,0,
A005754,TRUE,0,0,
A016361B,TRUE,0,0,
A000581,TRUE,1318,0,
A000878,TRUE,0,0,
A000879,TRUE,0,0,
A000880A,TRUE,0,0,
A009760,TRUE,0,0,
A001160,TRUE,0,0,
A012470A,TRUE,0,0,
A004901,TRUE,0,0,
A010030,TRUE,0,0,
A010363,TRUE,0,0,
A000575,TRUE,0,0,
A000577,TRUE,0,0,
A011910,TRUE,0,0,
A031919,TRUE,0,0,
S022169,TRUE,0,0,
A001699,TRUE,0,0,
A014415,TRUE,0,0,
A008830,TRUE,0,0,
A009515,TRUE,16,0,
A011058,TRUE,0,0,
A007989,TRUE,0,0,
A006582,TRUE,0,0,
A015698,TRUE,0,0,
A013148,TRUE,0,0,
A000576,TRUE,254,0,
A000763,TRUE,0,0,
A011899,TRUE,0,0,
A001589,TRUE,0,0,
A031436,TRUE,0,0,
S020657,TRUE,109,0,
S020716,TRUE,0,0,
A010221,TRUE,0,0,
A014804,TRUE,0,0,
A026162,TRUE,0,0,
A014665,TRUE,0,0,
A015179,TRUE,0,0,
A015587,TRUE,0,0,
A014588,TRUE,0,0,
A010529,TRUE,0,0,
A030445,TRUE,0,0,
A008631,TRUE,219,0,
A011957,TRUE,0,0,
A014867,TRUE,0,0,
A001725,TRUE,0,0,
A013873,FALSE,0,0,
A023757,TRUE,0,0,
A013130,FALSE,0,0,
A027302,TRUE,0,0,
S020580,FALSE,552,0,
A020698,FALSE,1604,0,
A000244,TRUE,0,0,
A000770,TRUE,0,0,
A017066,TRUE,0,0,
A030812,TRUE,0,0,
S020961,TRUE,0,0,
A000462,TRUE,0,0,
A000640,TRUE,0,0,
A000892,TRUE,0,0,
A030813,TRUE,0,0,
S020960,TRUE,0,0,
A023201,FALSE,0,0,Projections are provided based off the best available information at this time this is being submitted. Actual diversions may differ from reported projections. 
A000027,FALSE,0,0,Outside of season of use. 
S020165,FALSE,0,0,Projections are provided based off the best available information at this time this is being submitted. Actual diversions may differ from reported projections. 
S020167,FALSE,0,0,Projections are provided based off the best available information at this time this is being submitted. Actual diversions may differ from reported projections. 
S020172,FALSE,0,0,Projections are provided based off the best available information at this time this is being submitted. Actual diversions may differ from reported projections. 
A011028,FALSE,0,0,
A008187,TRUE,0,0,Projections are provided based off the best available information at this time this is being submitted. Actual diversions may differ from reported projections. 
A005110,FALSE,800,0,Projections are provided based off the best available information at this time this is being submitted. Actual diversions may differ from reported projections. 
A009736,TRUE,0,0,Projections are provided based off the best available information at this time this is being submitted. Actual diversions may differ from reported projections. 
S009897,FALSE,0,0,Projections are provided based off the best available information at this time this is being submitted. Actual diversions may differ from reported projections. 
A006743,TRUE,0,0,
A009737,TRUE,0,0,
A001074B,TRUE,0,0,
A000742,TRUE,0,0,
A002954,FALSE,0,0,Projections are provided based off the best available information at the time this is being submitted. Actual diversions may differ from reported projections. 
A002948,FALSE,0,0,Projections are provided based off the best available information at the time this is being submitted. Actual diversions may differ from reported projections. 
A002951,FALSE,0,0,Projections are provided based off the best available information at the time this is being submitted. Actual diversions may differ from reported projections. 
A002952,FALSE,0,0,Projections are provided based off the best available information at the time this is being submitted. Actual diversions may differ from reported projections. 
S004683A,FALSE,251.3258833,56.11213327,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
S004683B,FALSE,6383.677435,1425.248185,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
S004683C,FALSE,3327.554694,742.9246445,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
S004683D,FALSE,42614.81676,9514.373318,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
S004683E,FALSE,5098.625223,1138.341719,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
